City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
346,sao joao da barra,-21.6403,-41.0511,24.44,84,49,3.64,BR,1674385324
347,kloulklubed,7.0419,134.2556,27.74,81,100,8.86,PW,1674385324
348,opuwo,-18.0607,13.84,23.75,52,97,1.66,NA,1674385324
349,songea,-10.6833,35.65,23.23,72,98,2.95,TZ,1674385324
350,banda aceh,5.5577,95.3222,25.92,82,90,4.02,ID,1674385324
351,taraclia,45.9,28.6689,10.97,57,100,5.53,MD,1674385325
352,georgetown,5.4112,100.3354,26.97,89,20,2.06,MY,1674385078
353,dolzhanskaya,46.6311,37.8039,2.02,83,100,6.1,RU,1674385325
354,erzin,36.9559,36.2,17.44,41,13,0.81,TR,1674385325
355,ustka,54.5805,16.8619,2.03,86,100,5.44,PL,1674385326
356,pangnirtung,66.1451,-65.7125,-16.03,98,100,1.12,CA,1674385326
357,hanyang,32.1371,105.5126,6.82,56,91,2.38,CN,1674385326
358,talnakh,69.4865,88.3972,-18.27,77,100,6.5,RU,1674385327
359,husavik,66.0449,-17.3389,-5.16,67,42,9.91,IS,1674385327
360,quatre cocos,-20.2078,57.7625,27.83,74,97,4.37,MU,1674385328
361,siuna,13.7332,-84.7773,19.95,88,57,1.23,NI,1674385328
362,wad madani,14.4012,33.5199,31.99,12,15,4.01,SD,1674385328
